Department Family                                 ,Entity                                            ,Date                   ,Expense Type                                      ,Expense Area                                      ,Supplier                                          ,Transaction Number                                ,Amount               ,VAT Registration Number                           
--------------------------------------------------,--------------------------------------------------,-----------------------,--------------------------------------------------,--------------------------------------------------,--------------------------------------------------,--------------------------------------------------,---------------------,--------------------------------------------------
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Appleton Woods Ltd                                ,CADPINVSM0000012394                               ,             146.2500,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Appleton Woods Ltd                                ,CADPINVSM0000012394                               ,             157.9500,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Appleton Woods Ltd                                ,CADPINVSM0000012394                               ,             161.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Appleton Woods Ltd                                ,CADPINVSM0000012394                               ,             343.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Appleton Woods Ltd                                ,CADPINVSM0000012394                               ,             350.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Appleton Woods Ltd                                ,CADPINVSM0000012394                               ,             660.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Life Curation                                 ,Azpack Limited                                    ,CADPINVSM0000012383                               ,              45.3300,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Life Curation                                 ,Azpack Limited                                    ,CADPINVSM0000012383                               ,             132.1600,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Life Curation                                 ,Azpack Limited                                    ,CADPINVSM0000012383                               ,             263.2000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Life Curation                                 ,Azpack Limited                                    ,CADPINVSM0000012383                               ,             305.2000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Life Curation                                 ,Azpack Limited                                    ,CADPINVSM0000012383                               ,             380.8000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Life Curation                                 ,Azpack Limited                                    ,CADPINVSM0000012383                               ,             470.4000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Illumina UK Ltd                                   ,CADPINVSM0000012391                               ,             206.5100,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Illumina UK Ltd                                   ,CADPINVSM0000012391                               ,             419.0800,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Illumina UK Ltd                                   ,CADPINVSM0000012391                               ,            2519.6400,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Illumina UK Ltd                                   ,CADPINVSM0000012391                               ,            5113.2600,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Promega Ltd                                       ,CADPINVSM0000012374                               ,              22.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables                                   ,Sci Facilities Molecular                          ,Promega Ltd                                       ,CADPINVSM0000012374                               ,             840.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables - Alcohol                         ,Sci Facilities Conservation Unit                  ,Preservation Equipment Ltd                        ,CADPINVSM0000012373                               ,              10.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,Lab Consumables - Alcohol                         ,Sci Facilities Conservation Unit                  ,Preservation Equipment Ltd                        ,CADPINVSM0000012373                               ,            2895.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,MF - IT Equipment < £5k                           ,DCS ICT (Info Computer Techonology)               ,Dell Computer Corporation Ltd                     ,CADPINVSM0000012403                               ,            8819.2000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,MF - IT Equipment < £5k                           ,Sci Facilities Imaging & Analytical               ,Dell Computer Corporation Ltd                     ,CADPINVSM0000012404                               ,              19.9400,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,MF - IT Equipment < £5k                           ,Sci Facilities Imaging & Analytical               ,Dell Computer Corporation Ltd                     ,CADPINVSM0000012404                               ,            1593.9000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,P/L - Advertising Costs                           ,DIR Comms Marketing                               ,Qudos Animations                                  ,CADPINVSM0000012405                               ,            2250.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,P/L - Education Costs                             ,Tring Administration                              ,D Frampton                                        ,CADPINVSM0000012387                               ,              40.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,P/L - Education Costs                             ,Tring Administration                              ,D Frampton                                        ,CADPINVSM0000012387                               ,              50.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,P/L - Education Costs                             ,Tring Administration                              ,D Frampton                                        ,CADPINVSM0000012387                               ,              95.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,P/L - Education Costs                             ,Tring Administration                              ,D Frampton                                        ,CADPINVSM0000012387                               ,             150.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,P/L - Education Costs                             ,Tring Administration                              ,D Frampton                                        ,CADPINVSM0000012387                               ,             200.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,P/L - Education Costs                             ,Tring Administration                              ,D Frampton                                        ,CADPINVSM0000012387                               ,             280.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,P/L - Education Costs                             ,Tring Administration                              ,D Frampton                                        ,CADPINVSM0000012387                               ,             300.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,P/L - Education Costs                             ,Tring Administration                              ,D Frampton                                        ,CADPINVSM0000012387                               ,             500.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-10 00:00:00.000,P/L - Equip & Related Costs                       ,Sci Earth Research                                ,Appleton Woods Ltd                                ,CADPINVSM0000012385                               ,               3.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Irrecoverable VAT                                 ,Sci Life Dept Mgmt                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000012492                               ,             132.7300,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Irrecoverable VAT                                 ,Sci Life Dept Mgmt                                ,Godfrey Syrett                                    ,CADPINVSM0000012486                               ,              34.2300,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,PCS Business Systems                              ,CADPINVSM0000012431                               ,               6.4800,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Irrecoverable VAT                                 ,Sci Earth Dept Mgmt                               ,Wex Photographic                                  ,CADPINVSM0000012428                               ,              41.3100,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Life Research                                 ,Bioline Reagents Limited                          ,CADPINVSM0000012417                               ,             106.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Life Research                                 ,Bioline Reagents Limited                          ,CADPINVSM0000012417                               ,             530.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Life Curation                                 ,Conservation by Design Ltd                        ,CADPINVSM0000012420                               ,            2320.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Life Curation                                 ,Conservation by Design Ltd                        ,CADPINVSM0000012429                               ,             405.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Life Curation                                 ,Conservation by Design Ltd                        ,CADPINVSM0000012429                               ,            2800.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Facilities Conservation Unit                  ,Conservation by Design Ltd                        ,CADPINVSM0000012433                               ,               5.3300,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Facilities Conservation Unit                  ,Conservation by Design Ltd                        ,CADPINVSM0000012433                               ,              18.5000,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Facilities Conservation Unit                  ,Conservation by Design Ltd                        ,CADPINVSM0000012433                               ,              33.3300,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Facilities Conservation Unit                  ,Conservation by Design Ltd                        ,CADPINVSM0000012433                               ,              80.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Facilities Conservation Unit                  ,Conservation by Design Ltd                        ,CADPINVSM0000012433                               ,              80.2900,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Facilities Conservation Unit                  ,Conservation by Design Ltd                        ,CADPINVSM0000012433                               ,             162.8000,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Facilities Conservation Unit                  ,Conservation by Design Ltd                        ,CADPINVSM0000012433                               ,             282.6000,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Life Curation                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000012463                               ,              53.3900,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Life Curation                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000012463                               ,             475.0400,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Life Research                                 ,Qiagen Limited                                    ,CADPINVSM0000012416                               ,             321.2900,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,Lab Consumables                                   ,Sci Life Research                                 ,Qiagen Limited                                    ,CADPINVSM0000012416                               ,             556.9300,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,MF - General Running Costs                        ,L&A Collections & Reader Services                 ,Gresswell Direct                                  ,CADPINVSM0000012425                               ,              -1.8700,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,MF - General Running Costs                        ,L&A Collections & Reader Services                 ,Gresswell Direct                                  ,CADPINVSM0000012425                               ,              -0.1500,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,MF - General Running Costs                        ,L&A Collections & Reader Services                 ,Gresswell Direct                                  ,CADPINVSM0000012425                               ,              -0.0100,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,MF - General Running Costs                        ,L&A Collections & Reader Services                 ,Gresswell Direct                                  ,CADPINVSM0000012425                               ,              89.7500,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,MF - General Running Costs                        ,L&A Collections & Reader Services                 ,Gresswell Direct                                  ,CADPINVSM0000012425                               ,            1095.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,MF - IT Equipment < £5k                           ,Sci Earth Dept Mgmt                               ,Dell Computer Corporation Ltd                     ,CADPINVSM0000012513                               ,             457.9500,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,MF - IT Equipment < £5k                           ,Sci Earth Dept Mgmt                               ,Dell Computer Corporation Ltd                     ,CADPINVSM0000012513                               ,            2204.8000,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,MF - IT Equipment < £5k                           ,Sci Life Research                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000012492                               ,             147.2300,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,MF - IT Equipment < £5k                           ,Sci Life Research                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000012492                               ,            1472.2600,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,MF - IT Equipment < £5k                           ,DCS ICT (Info Computer Techonology)               ,PCS Business Systems                              ,CADPINVSM0000012431                               ,            1019.1500,                                                  
DCMS                                              ,NHM                                               ,2014-03-14 00:00:00.000,P/L - Advertising Costs                           ,DIR Comms Marketing                               ,Total Media Limited                               ,CADPINVSM0000012506                               ,               4.1200,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,B/S - Tangible Fixed Assets Fixtures              ,PEG Visitor Offer Strat Non Exh Proj              ,PLOWDEN & SMITH LTD                               ,CADPINVSM0000012445                               ,            2205.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,B/S -Tang FA - Perm Exhib Content/In              ,PEG Visitor Offer Strat Non Exh Proj              ,Vocaleyes                                         ,CADPINVSM0000012530                               ,            4725.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Distribution / Mailshots                          ,DIR Comms Marketing                               ,Get Smart Distributors                            ,CADPINVSM0000012458                               ,             667.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Dell Computer Corporation Ltd                     ,CADPINVSM0000012524                               ,             881.9200,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Displayways                                       ,CADPINVSM0000012453                               ,            5166.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000012446                               ,            1373.3300,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000012449                               ,            1168.6400,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,GV Multi-media                                    ,CADPINVSM0000012454                               ,            1087.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,Sci Life Curation                                 ,Lab Mode Ltd                                      ,CADPINVSM0000012549                               ,             450.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,Sci Facilities Imaging & Analytical               ,Thorlabs Limited                                  ,CADPINVSM0000012434                               ,             264.6000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,Sci Facilities Imaging & Analytical               ,Thorlabs Limited                                  ,CADPINVSM0000012434                               ,            3590.4900,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,Sci Facilities Imaging & Analytical               ,Thorlabs Limited                                  ,CADPINVSM0000012434                               ,            3598.5700,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,Sci Earth Dept Mgmt                               ,Wex Photographic                                  ,CADPINVSM0000012569                               ,             276.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,Sci Earth Dept Mgmt                               ,Wex Photographic                                  ,CADPINVSM0000012569                               ,            1305.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,Sci Earth Dept Mgmt                               ,Wex Photographic                                  ,CADPINVSM0000012570                               ,             608.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Equipment < £5k                                   ,Sci Earth Dept Mgmt                               ,Wex Photographic                                  ,CADPINVSM0000012570                               ,            1662.5000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000012451                               ,            2025.2200,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000012462                               ,           25486.5100,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000012537                               ,             666.3100,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000012541                               ,            1993.9200,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Teco Interiors Limited                            ,CADPINVSM0000012572                               ,             538.2000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Estates Elec Works                                ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000012452                               ,            2440.3100,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Estates Elec Works                                ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000012536                               ,            1599.3000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Estates Elec Works                                ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000012538                               ,           23728.5900,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Estates Mechanical Works                          ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000012461                               ,             683.4300,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Exhibition Production                             ,PEG Prog Board Temporary Exhibitions              ,Alloway Timber (Southern) Ltd                     ,CADPINVSM0000012533                               ,             834.9500,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Exhibition Production                             ,PEG Prog Board Temporary Exhibitions              ,Mechanical & Ferrous Ltd                          ,CADPINVSM0000012439                               ,            1366.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Dell Computer Corporation Ltd                     ,CADPINVSM0000012516                               ,               5.1400,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Dell Computer Corporation Ltd                     ,CADPINVSM0000012518                               ,               4.6700,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Dell Computer Corporation Ltd                     ,CADPINVSM0000012519                               ,               5.2000,                                                  
DCMS                                              ,NHM                                               ,2014-03-18 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Emcor Facility Services Ltd                       ,CADPINVSM0000012540                               ,              24.6900,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Sci Facilities Imaging & Analytical               ,Perkin Elmer Services Ltd                         ,CADPINVMIZR00000700                               ,             538.2000,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,B/S - Prepayments Drs (ManAccts)                  ,Sci Facilities Imaging & Analytical               ,Perkin Elmer Services Ltd                         ,CADPINVMIZR00000700                               ,             739.2000,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,B/S - Tangible F Assets - L&B - Cons              ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVMIZR00000693                               ,           57951.3800,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,B/S - Tangible Fixed Assets Fixtures              ,Sci Life Curation                                 ,C&D Sheetmetal Engineering Limited                ,CADPINVMIZR00000697                               ,              -0.0100,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,B/S - Tangible Fixed Assets Fixtures              ,Sci Life Curation                                 ,C&D Sheetmetal Engineering Limited                ,CADPINVMIZR00000697                               ,              18.4400,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,B/S - Tangible Fixed Assets Fixtures              ,Sci Life Curation                                 ,C&D Sheetmetal Engineering Limited                ,CADPINVMIZR00000697                               ,              36.8800,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,B/S - Tangible Fixed Assets Fixtures              ,Sci Life Curation                                 ,C&D Sheetmetal Engineering Limited                ,CADPINVMIZR00000697                               ,             225.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,B/S - Tangible Fixed Assets Fixtures              ,Sci Life Curation                                 ,C&D Sheetmetal Engineering Limited                ,CADPINVMIZR00000697                               ,             377.8400,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,B/S - Tangible Fixed Assets Fixtures              ,Sci Life Curation                                 ,C&D Sheetmetal Engineering Limited                ,CADPINVMIZR00000697                               ,             450.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,B/S - Tangible Fixed Assets Fixtures              ,Sci Life Curation                                 ,C&D Sheetmetal Engineering Limited                ,CADPINVMIZR00000697                               ,            2786.6400,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,B/S - Tangible Fixed Assets Fixtures              ,Sci Life Curation                                 ,C&D Sheetmetal Engineering Limited                ,CADPINVMIZR00000697                               ,            4610.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,B/S - Tangible Fixed Assets Fixtures              ,Sci Life Curation                                 ,C&D Sheetmetal Engineering Limited                ,CADPINVMIZR00000697                               ,           34000.0000,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,Cleaning&FM Contract                              ,Est Hskpg SK                                      ,Servest Group Ltd                                 ,CADPINVMIZR00000694                               ,            2140.1400,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,Equipment < £5k                                   ,Sci Facilities Imaging & Analytical               ,Cressington Scientific Instruments L              ,CADPINVMIZR00000701                               ,               9.5000,                                                  
DCMS                                              ,NHM                                               ,2014-03-20 00:00:00.000,Equipment < £5k                                   ,Sci Facilities Imaging & Analytical               ,Cressington Scientific Instruments L              ,CADPINVMIZR00000701                               ,            1460.0000,                                                  
